id,time,valume,price
89,3.570000,1300.000000,9.40000
90,3.830000,2700.000000,9.41000
91,3.830000,200.000000,9.40000
92,3.830000,500.000000,9.40000
93,3.830000,1500.000000,9.40000
94,3.830000,100.000000,9.40000
95,4.490000,2000.000000,9.41000
96,4.490000,300.000000,9.40000
97,4.490000,800.000000,9.40000
98,4.490000,2800.000000,9.40000
99,4.490000,2600.000000,9.40000
100,4.490000,500.000000,9.40000
101,5.050000,100.000000,9.40000
102,5.300000,600.000000,9.41000
103,5.450000,200.000000,9.41000
104,5.980000,1200.000000,9.41000
105,5.980000,400.000000,9.40000
106,6.000000,400.000000,9.40000
107,6.000000,1300.000000,9.40000
108,6.650000,300.000000,9.40000
109,7.480000,600.000000,9.40000
110,7.480000,1500.000000,9.40000
111,7.560000,100.000000,9.40000
112,10.570000,2500.000000,9.42000
113,12.130000,2100.000000,9.42000
114,12.130000,100.000000,9.42000
115,12.130000,2300.000000,9.41000
116,12.130000,1000.000000,9.41000
117,12.500000,200.000000,9.41000
118,13.040000,100.000000,9.41000
119,13.040000,100.000000,9.41000
120,13.040000,100.000000,9.41000
121,13.040000,200.000000,9.41000
122,13.040000,200.000000,9.41000
123,13.040000,800.000000,9.41000
124,13.040000,3000.000000,9.41000
125,13.040000,100.000000,9.41000
126,13.040000,100.000000,9.41000
127,13.040000,3000.000000,9.41000
128,13.040000,2000.000000,9.41000
129,14.290000,3000.000000,9.41000
130,14.290000,800.000000,9.41000
131,14.880000,400.000000,9.40000
132,14.880000,3700.000000,9.40000
133,15.130000,1500.000000,9.41000
134,16.150000,500.000000,9.41000
135,16.480000,1300.000000,9.40000
136,16.480000,400.000000,9.40000
137,17.150000,600.000000,9.40000
138,17.150000,200.000000,9.40000
139,17.150000,800.000000,9.40000
140,17.160000,100.000000,9.40000
141,17.160000,300.000000,9.40000
142,17.160000,1200.000000,9.40000
143,17.650000,300.000000,9.40000
144,17.650000,1000.000000,9.40000
145,17.650000,200.000000,9.40000
146,17.650000,1000.000000,9.40000
147,18.880000,1500.000000,9.40000
148,18.880000,100.000000,9.40000
149,19.130000,7400.000000,9.41000
150,19.130000,200.000000,9.41000
151,19.130000,4000.000000,9.41000
152,20.260000,300.000000,9.41000
153,20.580000,800.000000,9.41000
154,20.720000,1000.000000,9.41000
155,21.110000,100.000000,9.40000
156,22.120000,800.000000,9.40000
157,22.120000,700.000000,9.40000
158,22.120000,100.000000,9.40000
159,22.120000,100.000000,9.40000
160,22.280000,5200.000000,9.40000
161,22.280000,2000.000000,9.40000
162,22.280000,2700.000000,9.40000
163,22.280000,1000.000000,9.40000
164,22.280000,2100.000000,9.40000
165,22.280000,2900.000000,9.40000
166,22.280000,500.000000,9.40000
167,22.280000,2800.000000,9.40000
168,22.280000,5000.000000,9.40000
169,22.280000,500.000000,9.40000
170,22.280000,100.000000,9.40000
171,22.280000,4800.000000,9.40000
172,22.280000,1000.000000,9.40000
173,22.280000,9000.000000,9.40000
174,22.280000,400.000000,9.40000
175,22.280000,200.000000,9.40000
176,22.280000,200.000000,9.40000
177,22.280000,6300.000000,9.40000
178,22.280000,5300.000000,9.40000
179,22.280000,2000.000000,9.40000
180,22.280000,11800.000000,9.40000
181,22.280000,2000.000000,9.40000
182,22.280000,74500.000000,9.40000
183,22.280000,2000.000000,9.40000
184,22.280000,900.000000,9.40000
185,22.280000,300.000000,9.40000
186,22.280000,300.000000,9.40000
187,22.280000,5000.000000,9.40000
188,22.280000,20000.000000,9.40000
189,22.280000,3000.000000,9.40000
190,22.280000,1000.000000,9.40000
191,22.280000,400.000000,9.40000
192,22.280000,13000.000000,9.40000
193,22.280000,300.000000,9.40000
194,22.280000,2900.000000,9.40000
195,22.280000,1200.000000,9.40000
196,22.280000,500.000000,9.40000
197,22.280000,2000.000000,9.40000
198,22.280000,3400.000000,9.40000
199,22.280000,200.000000,9.40000
200,22.280000,200.000000,9.40000
201,22.280000,22200.000000,9.40000
202,22.280000,500.000000,9.40000
203,22.280000,8100.000000,9.40000
204,22.280000,6100.000000,9.40000
205,22.280000,1000.000000,9.40000
206,22.280000,400.000000,9.40000
207,22.280000,800.000000,9.40000
208,22.280000,100.000000,9.40000
209,22.280000,300.000000,9.40000
210,22.280000,600.000000,9.40000
211,22.280000,100.000000,9.40000
212,22.280000,100.000000,9.40000
213,22.280000,500.000000,9.40000
214,22.280000,700.000000,9.40000
215,22.280000,500.000000,9.40000
216,22.280000,100.000000,9.40000
217,22.280000,100.000000,9.40000
218,22.280000,100.000000,9.40000
219,22.280000,100.000000,9.40000
220,22.280000,11500.000000,9.40000
221,22.280000,500.000000,9.40000
222,22.280000,800.000000,9.40000
223,22.280000,100.000000,9.40000
224,22.280000,11500.000000,9.40000
225,22.280000,100.000000,9.40000
226,22.280000,2000.000000,9.40000
227,22.280000,3000.000000,9.40000
228,22.280000,300.000000,9.40000
229,22.280000,7800.000000,9.40000
230,22.850000,16400.000000,9.40000
231,23.110000,100.000000,9.40000
232,23.260000,200.000000,9.41000
233,23.570000,200.000000,9.40000
234,25.300000,100.000000,9.40000
235,25.630000,700.000000,9.40000
236,25.630000,400.000000,9.40000
237,25.630000,300.000000,9.40000
238,25.630000,1500.000000,9.40000
239,25.630000,200.000000,9.39000
240,25.630000,4000.000000,9.39000
241,25.630000,3200.000000,9.39000
242,25.630000,2500.000000,9.39000
243,26.260000,3200.000000,9.40000
244,28.270000,700.000000,9.39000
245,28.270000,1400.000000,9.39000
246,28.290000,600.000000,9.39000
247,28.290000,2000.000000,9.39000
248,28.290000,100.000000,9.39000
249,28.290000,100.000000,9.39000
250,28.290000,800.000000,9.39000
251,28.290000,2000.000000,9.39000
252,28.290000,4400.000000,9.39000
253,29.730000,1500.000000,9.40000
254,30.180000,200.000000,9.40000
255,30.270000,2000.000000,9.39000
256,30.270000,400.000000,9.39000
257,30.270000,100.000000,9.39000
258,30.270000,100.000000,9.39000
259,30.270000,1100.000000,9.39000
260,30.270000,500.000000,9.39000
261,30.270000,1000.000000,9.39000
262,30.270000,2800.000000,9.39000
263,30.270000,200.000000,9.39000
264,30.270000,800.000000,9.39000
265,30.270000,3400.000000,9.39000
266,30.270000,2400.000000,9.39000
267,30.270000,500.000000,9.39000
268,30.270000,2500.000000,9.39000
269,30.270000,2600.000000,9.39000
270,30.270000,3000.000000,9.39000
271,30.270000,500.000000,9.39000
272,30.270000,200.000000,9.39000
273,30.270000,1000.000000,9.39000
274,30.270000,600.000000,9.39000
275,30.270000,3300.000000,9.39000
276,30.270000,2000.000000,9.39000
277,30.270000,700.000000,9.39000
278,30.270000,1000.000000,9.39000
279,30.270000,39000.000000,9.39000
280,30.270000,700.000000,9.39000
281,30.550000,5100.000000,9.40000
282,31.430000,1000.000000,9.39000
283,33.830000,100.000000,9.39000
284,34.470000,900.000000,9.39000
285,34.470000,800.000000,9.39000
286,34.590000,200.000000,9.39000
287,34.940000,100.000000,9.39000
288,34.940000,400.000000,9.39000
289,36.090000,600.000000,9.39000
290,36.090000,1000.000000,9.39000
291,36.090000,100.000000,9.39000
292,36.360000,2800.000000,9.39000
293,36.360000,300.000000,9.39000
294,36.360000,2200.000000,9.39000
295,36.360000,4700.000000,9.39000
296,36.810000,4100.000000,9.39000
297,37.400000,500.000000,9.40000
298,38.050000,1200.000000,9.39000
299,38.050000,800.000000,9.39000
300,38.050000,600.000000,9.39000
301,38.050000,1000.000000,9.39000
302,38.050000,200.000000,9.39000
303,38.050000,100.000000,9.39000
304,38.050000,100.000000,9.39000
305,38.050000,1000.000000,9.39000
306,38.050000,300.000000,9.39000
307,38.050000,100.000000,9.39000
308,38.050000,2800.000000,9.39000
309,38.650000,800.000000,9.40000
310,39.470000,600.000000,9.40000
311,40.910000,200.000000,9.39000
312,40.910000,2100.000000,9.39000
313,41.310000,300.000000,9.40000
314,41.620000,700.000000,9.40000
315,41.620000,1100.000000,9.40000
316,41.620000,2303.000000,9.40000
317,41.620000,100.000000,9.40000
318,41.620000,8300.000000,9.40000
319,41.620000,100.000000,9.40000
320,41.620000,400.000000,9.40000
321,41.620000,1100.000000,9.40000
322,41.980000,2000.000000,9.40000
323,42.250000,8300.000000,9.40000
324,42.920000,10000.000000,9.40000
325,43.070000,1000.000000,9.40000
326,43.170000,1700.000000,9.40000
327,43.230000,1097.000000,9.40000
328,43.230000,2000.000000,9.40000
329,43.230000,900.000000,9.39000
330,43.230000,1000.000000,9.39000
331,43.230000,1000.000000,9.39000
332,43.230000,200.000000,9.39000
333,43.230000,2800.000000,9.39000
334,43.230000,700.000000,9.39000
335,43.230000,800.000000,9.39000
336,43.230000,1000.000000,9.39000
337,43.230000,1000.000000,9.39000
338,43.230000,1000.000000,9.39000
339,43.230000,200.000000,9.39000
340,43.230000,300.000000,9.39000
341,43.230000,500.000000,9.39000
342,43.230000,1000.000000,9.39000
343,43.230000,1000.000000,9.39000
344,43.340000,600.000000,9.39000
345,44.250000,500.000000,9.38000
346,44.250000,200.000000,9.38000
347,44.250000,3000.000000,9.38000
348,44.250000,200.000000,9.38000
349,44.250000,1000.000000,9.38000
350,44.250000,1100.000000,9.38000
351,44.250000,400.000000,9.38000
352,44.250000,2000.000000,9.38000
353,44.250000,1600.000000,9.37000
354,44.470000,4700.000000,9.39000
355,45.300000,1000.000000,9.39000
356,46.400000,200.000000,9.38000
357,46.400000,8000.000000,9.39000
358,46.490000,400.000000,9.39000
359,47.050000,500.000000,9.39000
360,47.350000,1000.000000,9.39000
361,47.920000,3000.000000,9.39000
362,48.170000,2000.000000,9.39000
363,50.640000,1000.000000,9.39000
364,52.030000,1703.000000,9.39000
365,52.030000,200.000000,9.39000
366,52.030000,97.000000,9.39000
367,52.210000,403.000000,9.39000
368,52.210000,897.000000,9.39000
369,53.440000,1700.000000,9.37000
370,53.500000,103.000000,9.39000
371,53.500000,3000.000000,9.39000
372,53.500000,1897.000000,9.39000
373,53.560000,700.000000,9.37000
374,53.560000,1000.000000,9.37000
375,53.560000,5000.000000,9.37000
376,53.560000,3300.000000,9.37000
377,53.940000,1000.000000,9.38000
378,55.760000,700.000000,9.38000
379,55.760000,100.000000,9.39000
380,55.980000,303.000000,9.39000
381,55.980000,1000.000000,9.39000
382,55.980000,3397.000000,9.39000
383,56.230000,1603.000000,9.39000
384,56.230000,8197.000000,9.40000
385,56.510000,100.000000,9.38000
386,57.550000,100.000000,9.39000
387,58.180000,100.000000,9.39000
388,58.940000,10000.000000,9.39000
389,59.200000,200.000000,9.39000
390,59.860000,500.000000,9.39000
391,60.080000,897.000000,9.39000
392,61.050000,200.000000,9.40000
393,61.800000,200.000000,9.39000
394,66.610000,303.000000,9.39000
395,66.610000,500.000000,9.39000
396,66.610000,800.000000,9.39000
397,66.610000,200.000000,9.39000
398,66.610000,197.000000,9.39000
399,67.430000,200.000000,9.39000
400,67.510000,4903.000000,9.39000
401,67.510000,300.000000,9.39000
402,67.510000,1100.000000,9.39000
403,67.510000,900.000000,9.38000
404,67.510000,900.000000,9.38000
405,67.510000,600.000000,9.38000
406,67.510000,1297.000000,9.37000
407,68.030000,3603.000000,9.40000
408,68.030000,5497.000000,9.40000
409,69.030000,1203.000000,9.40000
410,69.030000,1100.000000,9.40000
411,69.030000,1400.000000,9.40000
412,69.030000,500.000000,9.40000
413,69.030000,10700.000000,9.40000
414,69.030000,15000.000000,9.40000
415,71.480000,4897.000000,9.40000
416,71.480000,1400.000000,9.39000
417,71.480000,900.000000,9.39000
418,73.790000,100.000000,9.39000
419,73.790000,5000.000000,9.39000
420,74.240000,2000.000000,9.39000
421,75.160000,500.000000,9.39000
422,75.220000,4000.000000,9.39000
423,75.290000,600.000000,9.39000
424,76.120000,3800.000000,9.38000
425,76.120000,500.000000,9.38000
426,76.120000,2000.000000,9.38000
427,76.120000,2600.000000,9.38000
428,76.120000,1100.000000,9.38000
429,77.500000,100.000000,9.39000
430,78.180000,503.000000,9.39000
431,78.180000,797.000000,9.39000
432,78.220000,200.000000,9.39000
433,78.370000,2000.000000,9.39000
434,78.520000,200.000000,9.38000
435,78.680000,3200.000000,9.39000
436,79.050000,1700.000000,9.38000
437,79.050000,3403.000000,9.37000
438,79.050000,1000.000000,9.37000
439,79.050000,500.000000,9.37000
440,79.050000,3000.000000,9.37000
441,79.050000,1000.000000,9.36000
442,79.050000,5797.000000,9.36000
443,80.340000,1000.000000,9.38000
444,80.940000,500.000000,9.38000
445,80.940000,1200.000000,9.39000
446,81.930000,500.000000,9.39000
447,81.930000,4303.000000,9.39000
448,81.930000,2100.000000,9.39000
449,81.930000,100.000000,9.39000
450,81.930000,13497.000000,9.39000
451,83.210000,503.000000,9.39000
452,83.780000,100.000000,9.39000
453,84.590000,2397.000000,9.39000
454,84.590000,5000.000000,9.39000
455,84.590000,703.000000,9.37000
456,87.150000,1000.000000,9.39000
457,87.910000,300.000000,9.38000
458,90.020000,1200.000000,9.38000
459,90.230000,700.000000,9.38000
460,90.590000,1800.000000,9.38000
461,91.310000,300.000000,9.38000
462,91.940000,297.000000,9.37000
463,91.940000,9703.000000,9.36000
464,92.220000,2200.000000,9.38000
465,93.750000,1000.000000,9.38000
466,96.860000,100.000000,9.38000
467,97.050000,500.000000,9.38000
468,97.050000,200.000000,9.38000
469,97.050000,1300.000000,9.38000
470,97.860000,300.000000,9.40000
471,98.700000,100.000000,9.38000
472,99.270000,1000.000000,9.38000
473,99.340000,2000.000000,9.38000
474,99.340000,500.000000,9.38000
475,99.340000,500.000000,9.38000
476,99.340000,1000.000000,9.38000
477,99.340000,2500.000000,9.36000
478,100.100000,1100.000000,9.37000
479,100.520000,100.000000,9.37000
480,101.450000,400.000000,9.37000
481,101.450000,200.000000,9.37000
482,102.160000,100.000000,9.38000
483,102.190000,100.000000,9.39000
484,102.690000,100.000000,9.37000
485,104.430000,1000.000000,9.38000
486,104.430000,1400.000000,9.37000
487,104.430000,14000.000000,9.36000
488,105.440000,3500.000000,9.39000
489,105.440000,1800.000000,9.39000
490,105.440000,4000.000000,9.39000
491,105.440000,17200.000000,9.39000
492,105.440000,1700.000000,9.40000
493,105.440000,1000.000000,9.40000
494,105.440000,500.000000,9.40000
495,105.440000,100.000000,9.40000
496,105.440000,5200.000000,9.40000
497,105.440000,1800.000000,9.40000
498,105.440000,1800.000000,9.40000
499,105.440000,200.000000,9.40000
500,105.440000,100.000000,9.40000
501,105.440000,200.000000,9.40000
502,105.440000,1800.000000,9.40000
503,105.440000,1000.000000,9.40000
504,105.440000,1800.000000,9.40000
505,105.440000,100.000000,9.40000
506,105.440000,200.000000,9.40000
507,105.440000,200.000000,9.40000
508,105.440000,10800.000000,9.40000
509,106.340000,5000.000000,9.38000
510,106.570000,100.000000,9.38000
511,106.570000,1700.000000,9.38000
512,106.780000,100.000000,9.40000
513,107.150000,800.000000,9.38000
514,107.150000,200.000000,9.38000
515,107.430000,300.000000,9.38000
516,107.430000,200.000000,9.37000
517,107.430000,2800.000000,9.36000
518,111.660000,200.000000,9.38000
519,113.340000,800.000000,9.38000
520,113.340000,100.000000,9.38000
521,113.340000,3200.000000,9.37000
522,114.380000,1800.000000,9.37000
523,114.380000,1900.000000,9.37000
524,115.870000,900.000000,9.37000
525,115.870000,200.000000,9.38000
526,116.950000,1300.000000,9.39000
527,122.010000,1100.000000,9.38000
528,122.010000,1200.000000,9.38000
529,122.360000,14400.000000,9.39000
530,122.590000,100.000000,9.38000
531,122.940000,500.000000,9.39000
532,125.110000,12400.000000,9.38000
533,125.110000,400.000000,9.38000
534,125.110000,1200.000000,9.38000
535,125.110000,200.000000,9.37000
536,125.110000,2200.000000,9.37000
537,125.410000,1500.000000,9.39000
538,125.910000,5000.000000,9.39000
539,129.150000,600.000000,9.38000
540,130.740000,100.000000,9.38000
541,131.920000,1600.000000,9.38000
542,132.430000,400.000000,9.38000
543,132.430000,4600.000000,9.38000
544,133.320000,100.000000,9.38000
545,133.540000,200.000000,9.38000
546,136.900000,7800.000000,9.38000
547,140.410000,10000.000000,9.38000
548,140.910000,12300.000000,9.38000
549,142.870000,1000.000000,9.39000
550,144.520000,200.000000,9.38000
551,146.320000,500.000000,9.38000
552,148.400000,7000.000000,9.38000
553,148.620000,800.000000,9.39000
554,150.710000,100.000000,9.39000
555,152.710000,2000.000000,9.39000
556,153.700000,2600.000000,9.38000
557,154.020000,13600.000000,9.39000
558,154.350000,300.000000,9.39000
559,155.530000,200.000000,9.38000
560,155.650000,8200.000000,9.38000
561,156.090000,1100.000000,9.38000
562,156.310000,100.000000,9.39000
563,156.690000,2500.000000,9.38000
564,160.090000,9700.000000,9.39000
565,160.090000,9700.000000,9.39000
566,160.090000,600.000000,9.39000
567,162.280000,1700.000000,9.38000
568,162.680000,2400.000000,9.39000
569,165.880000,500.000000,9.39000
570,165.880000,1000.000000,9.39000
571,166.550000,200.000000,9.38000
572,166.850000,9300.000000,9.38000
573,170.050000,100.000000,9.39000
574,172.680000,1600.000000,9.39000
575,173.110000,10000.000000,9.38000
576,173.270000,300.000000,9.38000
577,174.800000,100.000000,9.38000
578,175.510000,1800.000000,9.38000
579,176.330000,500.000000,9.39000
580,177.390000,200.000000,9.38000
581,178.020000,2200.000000,9.39000
582,178.080000,1600.000000,9.39000
583,178.080000,700.000000,9.39000
584,178.080000,200.000000,9.39000
585,178.080000,200.000000,9.39000
586,178.700000,200.000000,9.39000
587,179.730000,1900.000000,9.39000
588,180.390000,4300.000000,9.38000
589,180.460000,300.000000,9.39000
590,183.570000,400.000000,9.39000
591,185.060000,100.000000,9.39000
592,186.530000,400.000000,9.38000
593,188.430000,200.000000,9.38000
594,188.460000,3500.000000,9.38000
595,188.570000,1900.000000,9.39000
596,190.050000,2000.000000,9.39000
597,190.050000,8000.000000,9.39000
598,191.260000,300.000000,9.39000
599,191.400000,1100.000000,9.38000
600,191.610000,1000.000000,9.38000
601,192.190000,1000.000000,9.38000
602,192.670000,400.000000,9.39000
603,192.670000,2600.000000,9.39000
604,193.330000,100.000000,9.39000
605,193.330000,200.000000,9.39000
606,193.330000,800.000000,9.39000
607,193.330000,3000.000000,9.39000
608,193.330000,2200.000000,9.39000
609,193.330000,1500.000000,9.39000
610,195.550000,1500.000000,9.39000
611,195.550000,2500.000000,9.39000
612,196.080000,300.000000,9.39000
613,196.310000,2000.000000,9.38000
614,196.420000,1000.000000,9.39000
615,199.490000,100.000000,9.38000
616,202.330000,1000.000000,9.39000
617,203.450000,800.000000,9.38000
618,205.520000,2100.000000,9.38000
619,205.640000,2600.000000,9.38000
620,205.640000,100.000000,9.38000
621,205.640000,100.000000,9.38000
622,205.640000,600.000000,9.38000
623,205.640000,100.000000,9.38000
624,205.640000,500.000000,9.38000
625,205.640000,3200.000000,9.38000
626,207.720000,4700.000000,9.38000
627,207.720000,3200.000000,9.38000
628,207.720000,300.000000,9.38000
629,209.130000,800.000000,9.38000
630,209.230000,200.000000,9.38000
631,209.230000,300.000000,9.38000
632,209.400000,500.000000,9.39000
633,209.830000,700.000000,9.38000
634,209.830000,200.000000,9.38000
635,209.830000,200.000000,9.38000
636,209.850000,300.000000,9.38000
637,209.850000,100.000000,9.38000
638,209.850000,200.000000,9.38000
639,209.850000,100.000000,9.38000
640,209.850000,800.000000,9.38000
641,209.850000,100.000000,9.38000
642,209.850000,500.000000,9.38000
643,209.850000,1000.000000,9.38000
644,209.850000,400.000000,9.38000
645,209.850000,3300.000000,9.38000
646,210.120000,1300.000000,9.38000
647,210.200000,600.000000,9.38000
648,210.280000,1100.000000,9.38000
649,210.420000,1200.000000,9.38000
650,210.480000,600.000000,9.38000
651,210.540000,200.000000,9.38000
652,210.590000,1000.000000,9.38000
653,210.610000,600.000000,9.38000
654,210.630000,100.000000,9.38000
655,210.630000,500.000000,9.38000
656,210.630000,400.000000,9.38000
657,210.820000,400.000000,9.38000
658,210.910000,2900.000000,9.38000
659,210.910000,700.000000,9.38000
660,211.330000,200.000000,9.38000
661,211.370000,1100.000000,9.38000
662,211.370000,1500.000000,9.38000
663,212.340000,900.000000,9.39000
664,212.480000,4200.000000,9.38000
665,212.570000,4200.000000,9.38000
666,212.990000,100.000000,9.38000
667,212.990000,2000.000000,9.38000
668,212.990000,1000.000000,9.38000
669,212.990000,100.000000,9.38000
670,212.990000,400.000000,9.38000
671,213.410000,100.000000,9.38000
672,213.410000,400.000000,9.38000
673,213.450000,600.000000,9.38000
674,213.940000,500.000000,9.38000
675,213.960000,1300.000000,9.38000
676,213.960000,300.000000,9.38000
677,213.960000,300.000000,9.38000
678,214.370000,300.000000,9.38000
679,214.370000,200.000000,9.38000
680,214.370000,700.000000,9.38000
681,214.370000,1000.000000,9.38000
682,214.370000,3700.000000,9.38000
683,214.370000,400.000000,9.38000
684,214.520000,700.000000,9.38000
685,214.530000,500.000000,9.38000
686,214.540000,800.000000,9.38000
687,214.600000,7600.000000,9.38000
688,214.600000,3000.000000,9.38000
689,215.270000,100.000000,9.38000
690,215.910000,500.000000,9.38000
691,216.010000,300.000000,9.38000
692,216.130000,2700.000000,9.37000
693,216.140000,400.000000,9.37000
694,216.140000,2200.000000,9.37000
695,216.250000,2500.000000,9.37000
696,216.250000,4300.000000,9.37000
697,216.260000,5700.000000,9.37000
698,216.260000,200.000000,9.37000
699,216.470000,800.000000,9.37000
700,216.470000,300.000000,9.37000
701,216.470000,1000.000000,9.37000
702,216.470000,200.000000,9.37000
703,216.470000,1000.000000,9.37000
704,216.470000,200.000000,9.37000
705,216.470000,1600.000000,9.37000
706,216.470000,800.000000,9.37000
707,216.520000,1300.000000,9.37000
708,216.520000,800.000000,9.37000
709,216.960000,200.000000,9.37000
710,216.960000,500.000000,9.37000
711,217.990000,900.000000,9.37000
712,217.990000,100.000000,9.37000
713,219.130000,9000.000000,9.36000
714,219.160000,6700.000000,9.36000
715,219.180000,7700.000000,9.36000
716,219.200000,15400.000000,9.36000
717,219.270000,14600.000000,9.36000
718,219.560000,1000.000000,9.36000
719,219.650000,2100.000000,9.36000
720,220.140000,100.000000,9.36000
721,220.150000,1600.000000,9.36000
722,220.360000,400.000000,9.37000
723,220.430000,10000.000000,9.36000
724,220.450000,8000.000000,9.36000
725,220.450000,900.000000,9.36000
726,220.520000,600.000000,9.37000
727,220.520000,300.000000,9.37000
728,220.560000,600.000000,9.36000
729,220.870000,2100.000000,9.36000
730,221.280000,4100.000000,9.37000
731,221.350000,100.000000,9.37000
732,221.490000,2400.000000,9.36000
733,221.630000,200.000000,9.36000
734,221.750000,16600.000000,9.36000
735,221.860000,200.000000,9.37000
736,221.860000,200.000000,9.37000
737,222.310000,1600.000000,9.36000
738,222.420000,2600.000000,9.36000
739,222.440000,12000.000000,9.36000
740,222.440000,1500.000000,9.36000
741,222.440000,2400.000000,9.36000
742,222.440000,4600.000000,9.36000
743,222.580000,300.000000,9.37000
744,222.580000,1200.000000,9.36000
745,222.950000,4200.000000,9.36000
746,222.950000,100.000000,9.36000
747,223.060000,100.000000,9.36000
748,223.060000,500.000000,9.36000
749,223.060000,1000.000000,9.36000
750,223.060000,200.000000,9.36000
751,223.060000,5000.000000,9.36000
752,223.060000,10000.000000,9.36000
753,223.060000,500.000000,9.36000
754,223.060000,4900.000000,9.36000
755,223.220000,500.000000,9.37000
756,223.410000,100.000000,9.36000
757,223.410000,800.000000,9.36000
758,223.680000,200.000000,9.36000
759,223.680000,700.000000,9.36000
760,224.640000,100.000000,9.36000
761,224.900000,200.000000,9.36000
762,225.180000,900.000000,9.36000
763,225.330000,1100.000000,9.36000
764,225.330000,1400.000000,9.36000
765,225.330000,200.000000,9.36000
766,225.330000,12200.000000,9.36000
767,225.330000,3700.000000,9.35000
768,226.070000,16300.000000,9.35000
769,226.070000,500.000000,9.35000
770,226.070000,10000.000000,9.35000
771,226.070000,500.000000,9.35000
772,226.070000,2000.000000,9.35000
773,226.070000,800.000000,9.35000
774,226.070000,900.000000,9.35000
775,226.070000,1000.000000,9.35000
776,226.070000,1000.000000,9.35000
777,226.070000,2000.000000,9.35000
778,226.070000,4000.000000,9.35000
779,226.070000,3000.000000,9.35000
780,226.070000,50000.000000,9.35000
781,226.070000,500.000000,9.35000
782,226.070000,2600.000000,9.35000
783,226.070000,600.000000,9.35000
784,226.070000,3000.000000,9.35000
785,226.070000,500.000000,9.35000
786,226.070000,200.000000,9.35000
787,226.070000,3400.000000,9.35000
788,226.070000,500.000000,9.35000
789,226.070000,500.000000,9.35000
790,226.070000,400.000000,9.35000
791,226.070000,1000.000000,9.35000
792,226.070000,3400.000000,9.35000
793,226.070000,1000.000000,9.35000
794,226.070000,500.000000,9.35000
795,226.070000,2000.000000,9.35000
796,226.070000,1000.000000,9.35000
797,226.070000,100.000000,9.35000
798,226.070000,400.000000,9.35000
799,226.070000,1600.000000,9.35000
800,226.070000,500.000000,9.35000
